type,id,name,shortDescription,description,founded,website,city,country,logo/id,logo/imageServiceUrl,logo/fileName,published,industries/0,industries/1,industries/2,industries/3,industries/4,industries/5,industries/6,industries/7,industries/8,industries/9,industries/10,industries/11,industries/12,industries/13,industries/14,industries/15,industries/16,industries/17,industries/18,industries/19,industries/20,industries/21,industries/22,industries/23,industries/24,industries/25,industries/26,industries/27,industries/28,industries/29,industries/30,industries/31,industries/32,industries/33,industries/34,industries/35
startup,4904959355125760,Sensmet Oy,We let you see the quality of water in new light!,"Water is set to become the new oil as water scarcity spreads. Understanding the water quality continuously is the key for optimizing the water usage in industry and to prevent pollution.

This can be done with our TWA - Total Water Analyser™ technology, which lets customer truly understand the quality of the water – realtime. 

7 (years University R&D) + 4 (fulltime employees) + 1 (year as startup) = 200 000 (first year revenue)

We are looking 300k€ investment for market segmentation and entry.",2017-07-01T00:00:00.000Z,http://www.sensmet.com,Oulu,Finland,6331427448684544,https://lh3.googleusercontent.com/UUtP3UIZmFNOULlK-Jahc5NX2y984XSCbrCxn8Fz6Z87Oypekn21B26NcyrSW0KlbkFkBlQ1LXdqcFH3y_NDJ2pCmtvQ50IAXJ7B,sensmet_logo.png,true,water_and_wastewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,4914153269493760,SkenarioLabs Oy,Proptech & fintech,"We tell property owners, investors and financial institutes where to invest.

Our platform tells you where to put your money to manage both the value and the costs meaning future repairs and maintenance of your real-estate. Both residential and commercial. E.g. if you’re looking at 20000 units in your portfolio and you have a budget to invest in half… which units should you choose and why?",2015-02-01T00:00:00.000Z,http://skenariolabs.com,Espoo,Finland,5169858777972736,https://lh3.googleusercontent.com/zpDkDDs6C9gtleSqrWnRJJvFi2eI8AAiKcxuQVFCdXsZqUPgkbvde8c5mOu1rfERhxazWMwPM19dsry5dTW6QxC-WFgKPgisv1Gk,Skenarios-Logo-ColorBlk_800px_16.9.jpg,true,financial_and_insurance,construction_and_real_estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5032136356659200,Dailuge Inc.,Ohjaa knows what a Chinese traveller wants.,"For the first time, a Chinese traveller sitting in his couch at his Xi ´An home can discuss his travel plan `face to face ` with another Chinese standing by a window in his Reykjavik house. For the next 10 minutes, he might decide to talk with someone in Paris. Ohjaa is the first face-2-face trip planning service in the world.

Ohjaa engages 200+ Hosts and the Network covers 17 cities across Europe. We will cover all major European cities with 1000+ Hosts by the end of 2019.",2017-03-01T00:00:00.000Z,https://www.ohjaa.com/,Helsinki,Finland,5757956570218496,https://lh3.googleusercontent.com/0LIQpkjhqsaL_mXNPpZiOjpzgy23uGzoIc3rv21fpbwFyjiD1AK70Wa6Ug4FvG7IlMOZQ8KpKMrmdVAqIEDBo42m1L8G2khYCsK9,Ohjaa_logo_coral.jpg,true,travel,hospitality_and_travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5076560746905600,ANAXEOS,Pet wearables. The Next multi-billion dollar market.,"Best Shared Life with Dogs.
 
Reflects the mutual value data and technological advancements can offer for dogs and people living and working with them. ",2016-02-01T00:00:00.000Z,https://www.anaxeos.io,Helsinki,Global,5891456904462336,https://lh3.googleusercontent.com/rcAh4lxlSjQ5T0fmXRTfI0gYi3S73iPBe5ni8MwGoNDVuYXfMbVOa20UnCCdFq983pcwOrPOKxyUqEVRx2RoWVo-RPmqTUMbBxkYtg,anaxeos_graphite_TM.png,true,sports,retail,digital_health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5079433207611392,BOARDIO,Connecting companies with advisors,Boardio connects companies with skilled individuals available for advisory work. Boardio has a global pool of over 2000 candidates with skills and availability for advisory and board positions. Companies needing external advisors can post an recruitment ad for free and let interested advisors apply. Companies can also browse advisor base and contact the ones that seem to have skills needed. Using Boardio is free for both companies and individuals. Premium packages are also available.,2016-01-01T00:00:00.000Z,http://www.boardio.com,ESPOO,Finland,6242037770747904,https://lh3.googleusercontent.com/W_1umpSDuHtanIG28ayhqKCtQE3KmBEORkgB5Rzf-ro0ynjT-_zIP75OF7wSOat1vIjBS3hurj7Vzsf2fXa84PS69_Twx8Dm5Di5zQ,Boardio logo.png,true,marketing_and_communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5091506696224768,RF SensIT ,Continuous moisture monitoring,Sensors for monitoring moisture in building structures.,2012-02-01T00:00:00.000Z,http://www.rfsensit.com,Espoo,Finland,,,,true,air_quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5093108584808448,BroadBit Batteries Oy,Energy Storage / Batteries,"BroadBit has developed a novel low-cost/high-performance/robust/eco-friendly/scalable sodium chloride battery technology with 50% more energy per unit cost and 25% more energy per unit mass as lithium-ion. We are now seeking funders and partners to help us commercialize the technology for applications in electric vehicles, portable electronics and grid stabilization.",2015-12-01T00:00:00.000Z,http://broadbit.com,Espoo,Finland,5710855106723840,https://lh3.googleusercontent.com/qLyYqGNNwdVRzO_sGWW4IuE-7EG1zgdRnr5Yb4O9gxGkP6Sd3E75eLosDyZAOowmS_NXgzP0jYjETboxhtf0Ysn2ayiJiSsIWtr5,BBB logo 300ppi.png,true,automotive_and_transportation,energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5093723872428032,360Visualizer Oy,Hospitality,"Visualizer drives hotels’ sales by filling unused meetings and events capacity.

Visualizer Engage & Sell is a B2B software tool, which includes content management, distribution, and analytics. It is delivered as a service from the cloud via a web and mobile user interface. It is sold to hotels and venues and subscriptions are billed annually.",2013-02-01T00:00:00.000Z,http://visualizergroup.com,Espoo,Finland,5076324926357504,https://lh3.googleusercontent.com/y16OxKSHFZvsqDIsPNCwuK5jxp-8TdL2BvdkL6WWZnz8guibX1_k_PjnM628IiAPze1sHDj6I6hMmJ63jvIHqwSkRD7cY3OoK_A,Visualizer_logo_green_vertical.jpg,true,hospitality_and_travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5124418560851968,Desentum Oy,Biopharma,"Desentum is a research-oriented biopharmaceutical company specialized in developing novel types of allergen immunotherapy products that are based on switching the immune system's response to allergens from hypersensitivity to tolerance. We have a unique approach for designing the hypoallergens used in immunotherapy. 
",2011-10-01T00:00:00.000Z,http://desentum.fi,Espoo,Finland,5655266787852288,https://lh3.googleusercontent.com/uNl78Au1idL5jpbPw2eMw7I9pbv-M6A94_zFg9OAlJWORwaMgLqzE66iPCyl6McepEoPAfhO5G_4rYQc38aI3V_ustSqASbmlBDr,desentum-logo-800x800px.png,true,pharmaceuticals,biotech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5145373974724608,Paptic Oy,"Packaging, renewable materials, manufacturing","Paptic is unique combination of benefits of paper, plastics and textiles. It is extending the market of packaging papers and replacing plastics through technical performance and it is the only plastic replacing material which is recyclable in paper recycling, directly suitable for plastic converting machines and providing textile-like quality experience.",2015-03-01T00:00:00.000Z,http://paptic.com,Espoo,Finland,5168618539057152,https://lh3.googleusercontent.com/iTqksRirSv8LaS5JEzNoWpp12mSO7UMcU8zHx1yGwehS32dvNZqTHZNxPvk4qOICs-xivseBTV04upY3LYr24mxRp75ClMyzbMg,Paptic_Logo_JPG.jpg,true,manufacturing,materials_and_coatings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5152369335599104,Smidyo,Quotation Automation for small businesses.,"Small Businesses that sell a complex product, such as manufacturing, or a service, spend a lot of time calculation quotes. 

That's why we have created an easy to use SaaS that allows the business owner to set up a self-service quotation portal for their customers.

We offer the low barrier of entry of something like Shopify, but the flexibility of an otherwise expensive bespoke system.",2017-12-01T00:00:00.000Z,http://smidyo.com,Uusikaarlepyy,Finland,5800291257548800,https://lh3.googleusercontent.com/LAEp0dWodTQukBevTqEEjYlzm1bruR82zdbRYEQt5qwGmz-UkjI_ZqvoZgxNE2uMkU5svdOuoKZupTE31hnT4PDLjWSaKvm6Ybc,small_logo.png,true,manufacturing,e-commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5155044764680192,Oppi AI Oy,We develop an AI-based technology for education,"We use recent advances in AI to create a technology that makes education personalized, help teachers and learners enjoy new education, more effective and efficient.",2018-08-01T00:00:00.000Z,http://www.oppi.ai,Helsinki,Finland,4885175729127424,https://lh3.googleusercontent.com/rzDUWvKOtrULO5YK8O_QI0Kofdr3HITmQ_0FERJzSdmjmrQDHIYl2P6ttEAfd1gTDuR1JyhCooTCYv2THBOdlEExUTBfDOA7ZQ,oppi_logo.png,true,education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5175526356418560,ICEYE Oy,Aerospace and analytics,ICEYE is the first organization in the world to successfully launch synthetic-aperture radar (SAR) satellites with 20-fold weight savings and is the World’s leading company in miniaturized SAR technology. ICEYE empowers others to make better decisions in governmental and commercial industries by providing access to timely and reliable satellite imagery. The company is tackling this crucial lack of actionable information with world-first aerospace capabilities and a New Space approach. ,2014-09-01T00:00:00.000Z,http://www.iceye.com,Espoo,Finland,5637869485948928,https://lh3.googleusercontent.com/CzDmRfuoCT2tPb-L8nk0BAnzWnJAC8nGn1gL_Tg4LHY24IniWh8_4MOAJNrLM8MlRsh9344FnNdAphRF7NRcnO01XV3Lzv68K1ax,Iceye-logo-black.png,true,aerospace_and_defence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5177753464733696,Wizense Oy,IoT Solutions,"Wizense has specialized providing leading industrial IoT solutions from sensors, gateway connectivity, analytics pipelines, serverless backends to mobile applications.

Our IoT field connectivity offering called Fieldsight can get your business connected fast from industrial wearable to edge gateway.

Contact us for more information: info@wizense.com or call +358 40 8031910
",2016-03-01T00:00:00.000Z,https://wizense.com/,Vantaa,Finland,5751864561762304,https://lh3.googleusercontent.com/uAoC3qLGrKacqmfuXunn-niuWj0SESvLBtZoluTMEVpLDbfVKdBatO2AN6SRM6m-SYZwV5YLvo1eczmaONq8vl4TKeuXxAU7ShHFSQ,wizense_new_slogan-slim.png,true,manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5178081291534336,Teraloop Oy,Breakthrough in Electric Energy Storage,"As global demand for energy continues to grow we need to tackle three main challenges; improving the integration of renewable energies, reducing energy losses and increasing large scale energy storage. Furthermore, we need to oversee the future where we need to be 100% powered by renewable assets, we need to have our grid security designed to withstand heavy drops and loads of renewable energy, also to have a response system to react to rapid load demand from consumers and industries. ",2014-10-01T00:00:00.000Z,http://teraloop.com,Espoo,Finland,5078956801785856,https://lh3.googleusercontent.com/C9B0AdB5q7KN6R7nfXMq8PvjGBFyid4YGaegCd_CAiuTGrWDf68Fc3E5rZXNZyg0jYdfBaEMduXbkntq950g8D2e1xPK3Zx80RtjbA,Teraloop logo (1).jpg,true,energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5179437226131456,GIM Oy,Leading mobile robotics company in EU,Gim is the leading mobile robotics company in EU. With our laser based navigation and control system any indoor or outdoor ground vehicle can be automated. System has been proved in several applications from indoor logistics to autonomous cars and forest machinery.,2014-01-01T00:00:00.000Z,http://www.gimltd.fi,Espoo,Finland,5731568492478464,https://lh3.googleusercontent.com/yuy_ujdu8cNknOCsRHgTcR0_N76nDZFNk_MD-EJjDZB7bTvvA9G_7FyUjffj5zDsB2m3zk9XHMWJt9RfotBm-WF6eHlWoKEhwgU,GIM_Roboticssvg.png,true,automotive_and_transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5181555517423616,Emergence Oy,Taival maintenance free location tracking solution,"Taival, GSM based location tracking solution.  Our biggest advantage is totally maintenance free device. No need to replace or re-charge batteries for ever. Our customers can reduce the amount of their assets by 20% or sell their service 20% efficiently. We are tracking our customers containers, skips, truck trailers, buoys, train vehicles and small machinery. We will offer mobile application and web user interface to manage assets. Or we can connect data into customers IT-system via REST-API",2008-02-01T00:00:00.000Z,https://www.taival.global/,Espoo,Finland,5738700218564608,https://lh3.googleusercontent.com/OnPd9PQQhBf_ducTZe9WoRRHuC1FiXj2PyE5F9VuJtKSdoRVusMR2kfb_5CW5EZktwnV9o9gfQXbPS7kmQ0kqwh0MWXfg9GwQY1KhQ,taival_logo_emergence_vertical_black.png,true,logistics,waste_and_recycling,automotive_and_transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5186025303310336,EEE Innovations Oy,Software-based solutions for ecological driving,"Our solutions eGRIP and eDAS aggregate data from vehicles and third-party sources to cloud where it is analyzed as real-time slipperiness, vehicle, driving style and traffic flow optimization information. The refined data is then sold to various third-party sources as insurance companies and logistics companies. 
The solution is scalable (SaaS) service for transporters, public transportation, logistics and road maintenance operators. We are looking for funding for geographical expansion.
",2014-06-01T00:00:00.000Z,http://www.e3inno.com,Espoo,Finland,5664961502117888,https://lh3.googleusercontent.com/NbsdIVl-l_2alAr-7X7Zsn0OcgPJ3AO3CrYolt8wi4fw0WRO3BF4WHMk4N2KtE7RvniDskYjv6rTQ1dtEyzBFEc5SxplPD5SoLGa,e3inno_posi_color.PNG,true,logistics,automotive_and_transportation,impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5350200428199936,LUOTSI,Luotsi connects companies looking for partners,"Luotsi is your ultimate source for B2B connections. List your own company on Luotsi to find partners, funding, service providers or what ever your need is. Browse other companies and get in touch with the ones you want to co-operate with. Luotsi is completely free to use.",2018-08-01T00:00:00.000Z,http://www.luotsi.io,ESPOO,Finland,6244727292690432,https://lh3.googleusercontent.com/0lm86Gtr2zQ66W7rWFRQ2jmkU0c1JI_-PESy6XdPz9C8BkNXDtMw1e3BI_7Dmcv1HPAOrDTqAmLutpgyV7DlnkgNFwz6USQRiBEx,logo-int.png,true,marketing_and_communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5369190424772608,Liikennevirta Oy,Electric vehicle charging solutions,We bring electric vehicles into peoples everyday life and as a part of energy system,2013-12-01T00:00:00.000Z,http://virta.fi,Helsinki,Finland,5206770867765248,https://lh3.googleusercontent.com/INVe334P5lmxWpbTTnzVuXhHAMEq9-RNynesTCfA5N4pZ4Sc0Cy40ew_MdAFT8H0fg5R1YIX1PZ5WAZv5n6hWOb4LHvg4a3t4W1G,virta.png,true,energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5378078792482816,Replex,Enterprise Software Solutions,"As the central source of information of your IT inventory, Replex provides full transparency throughout your infrastructure, independent of the underlying technology. Replex consolidates critical information in real-time concerning actual server capacities and, therefore, can identify inefficiencies in your IT landscape instantaneously.",2016-01-01T00:00:00.000Z,http://replex.io,Duisburg,Germany,5710358266249216,https://lh3.googleusercontent.com/5uZ17r-NLZfs9Ib9aWiORJPoODZ1i3oWztcE54Ohfu-YSgInFmvJPfBo4iP2sd0LssNsniwKaSWPQZIPPURG83LGPsXrI8tWAdM,replex-logo-black.png,true,Diagnostics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5391786549706752,BackedByCFO Oy,Fintech,"SMEs get paid faster and lenders can approve more creditworthy Customers with real-time, behavioral credit model based on real-time payment behavior added by alternative data sources.",2016-06-01T00:00:00.000Z,http://backedbycfo.com,Helsinki,Finland,6250727496220672,https://lh3.googleusercontent.com/kphSiiVJc20s5Z3xoz6ILPf4aveA95rNNd0HOFrMOt2_fyzFErT4cqkMUTs6YEpCzR6TdX_vrM_1lumbrPKkQ-815yylzPf7gHGB,backedbycfo.jpg,true,financial_and_insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5427961951944704,Kartano Tech Oy,Crypto currecy webmining platform,Monero webmining platform to allow content creators receive donation through crypto currency mining meanwhile users are consuming contents on web sites,2017-03-01T00:00:00.000Z,http://kartano.net,Espoo,Finland,4776739548954624,https://lh3.googleusercontent.com/4jrfszj5yq9FhAgtXT158iY_eI7gu-bWd-mNEsnkOsN4_EMKiY4Hm_UQ0j-hDTJdl-q_jDcLlFFE89PzjiyGirynuZEhF9paF3g2,kartano-black-600x200.png,true,entertainment_and_media,cryptocurrencies,marketing_and_communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5451760231514112,ContractZen ,"Contract Mngmt, Board Portal, eSignatures & VDR","No more missing documents, forgotten dates or painful preparations for internal or external audits. ContractZen is the ultimate solution for Everyday Due Diligence. One easy-to-use cloud service with contract and meeting management, virtual data rooms (VDR), e-signatures and more! Now with OCR, Office 365 Single Sign-On and Outlook calendar integration.",2014-09-01T00:00:00.000Z,https://www.contractzen.com,Helsinki,Finland,5464533195816960,https://lh3.googleusercontent.com/Kvpeu3qNyR10dPwjLF33FoEizCa8n8mwoJt7EMSK0fYFqmQ6cieuqWlsozxuIAF5rI2Q2VSh_Is-ouJEIv2QCRnrqTawCSJP386i,CZ-Logo_Blue_Hi.png,true,aerospace_and_defence,education,Diagnostics,877a9c3d-b530-4707-930e-69f4bb53a6f2,automotive_and_transportation,logistics,hr,retail,Design,oil_and_gas,manufacturing,e-commerce,metals_minerals_mining,energy,6f086252-72eb-445c-b155-a584245caa01,entertainment_and_media,gaming,digital_health,construction_and_real_estate,agribusiness_and_farming,sports,on-demand_services,89590a2b-8d44-4d83-aaf9-3fad0b5ff06f,consumer_electronics,health,marketing_and_communication,air_quality,pharmaceuticals,cybersecurity,clothing_and_fashion,biomaterials_and_implants,financial_and_insurance,nutrition_food_beverages_supplements,medtech,travel,biotech
startup,5457001333129216,Wowanders,World's smartest travel diary & sharing platform,"Wowanders automatically turns your trips into diaries and makes it easy to share recommendations on hotels, restaurants & sights with friends. By automating content creation we fundamentally change how people can share experiences.
Our revenues come from booking commissions and we're aiming at 45M€ revenues  in 2021.
In few months after soft-launching we already had 5 000 downloads and users had added 2500 trips.
We have gathered so far 200K€ financing, and next step is 500-800K€ seed round.",2017-08-01T00:00:00.000Z,http://wowanders.com,Helsinki,Finland,6297005097746432,https://lh3.googleusercontent.com/emui3TyIZi97kMg6pP4dAGic1QDPv3yp0ysLAZ57Tk31lKLmKNruM4mdG1VqcTBZuMDeB4q_Z_1yWKcGNRvl7QaUCnYJMSaSDcv5,wowanders_logo_rgb.png,true,travel,hospitality_and_travel,entertainment_and_media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5636026810761216,Cozify Oy,"IoT, Smart Home, Smart Living","Cozify makes smart devices play together. Cozify connects smart devices from different manufacturers into one seamlessly working entity. It provides a single application to control and automate homes and buildings – taking care of security, energy saving and comfort.

Cozify is already a popular end-user product and we have traction in partner sales. Our main goal is to offer a platform for other enterprises to make their own smart living offering.",2013-06-01T00:00:00.000Z,https://en.cozify.fi/,Espoo,Finland,6292550612680704,https://lh3.googleusercontent.com/1MOOt4AOED-NaF_k-HmbYntU7QLVp9qFBKBjJq0UrUKk8qFtqUUmO2AuLtNS-TdKa4z4D3mWnKmNgqVlOw5zNPJaH6sFwojWQZrB,cozify_logo_600px.jpg,true,construction_and_real_estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startup,5639026912526336,Addcomposites Oy,plug-n-play manufacturing tool and automation,"Composite manufacturers face a huge problem of labor driven manufacturing and a high cost of automation. Addcomposites product/technology solves this problem by process and value chain innovation. We provide plug-n-play manufacturing tool and automation

Business Model 
Industry/Market: Composite manufacturer for Automotive, Sports, Aerospace, Wind 
Revenues: Product sales/lease followed by an annual maintenance contract
Go to Market: Direct sales to users of the technology",2017-12-01T00:00:00.000Z,http://addcomposites.com,Espoo,Finland,5643172898144256,https://lh3.googleusercontent.com/1YDc1Tzdcfp2LQ8eKP7XR1mKrK_MNMy0NG77FJ_7RPA_daZRwm6OqNT78a9kjxdhvwUTKJhtj52o1mERzmY97l8z8RLG6dPFPfTb,addcomposite.png,true,materials_and_coatings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
